bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Saregama India Limited,14-Feb-2025,1,-,INE979A01017,14-Feb-2025,-,-,14-Feb-2025,EQ,Interim Dividend - Rs 4.50 Per Share,SAREGAMA
-,-,,Saregama India Limited,11-Nov-2025,1,-,INE979A01017,11-Nov-2025,-,-,11-Nov-2025,EQ,Interim Dividend - Rs 4.50 Per Share,SAREGAMA
