bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Laurus Labs Limited,09-May-2025,2,-,INE947Q01010,09-May-2025,-,-,09-May-2025,EQ,Interim Dividend - Rs  0.80 Per Share,LAURUSLABS
-,-,,Laurus Labs Limited,31-Oct-2025,2,-,INE947Q01010,31-Oct-2025,-,-,31-Oct-2025,EQ,Interim Dividend - Re 0.80 Per Sh,LAURUSLABS
-,-,,Laurus Labs Limited,08-May-2026,2,-,INE947Q01010,08-May-2026,-,-,08-May-2026,EQ,Interim Dividend - Rs 1.20 Per Share,LAURUSLABS
