bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,General Insurance Corporation of India,04-Sep-2025,5,-,INE481Y01014,04-Sep-2025,-,-,05-Sep-2025,EQ,Dividend - Rs 10 Per Share,GICRE
-,-,,General Insurance Corporation of India,04-Sep-2026,5,-,INE481Y01014,04-Sep-2026,-,-,04-Sep-2026,EQ,Dividend - Rs 13.25 Per Share,GICRE
