bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Crompton Greaves Consumer Electricals Limited,24-Jul-2025,2,-,INE299U01018,24-Jul-2025,-,-,24-Jul-2025,EQ,Dividend - Rs 3 Per Share,CROMPTON
-,-,,Crompton Greaves Consumer Electricals Limited,24-Jul-2026,2,-,INE299U01018,24-Jul-2026,-,-,24-Jul-2026,EQ,Dividend - Rs 3 Per Share,CROMPTON
