bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Indian Renewable Energy Development Agency Limited,02-Apr-2026,10,-,INE202E07104,02-Apr-2026,-,-,02-Apr-2026,EQ,Interim Dividend - Re 0.60 Per Share,IREDA
-,-,,Indian Renewable Energy Development Agency Limited,11-Sep-2026,10,-,INE202E07104,11-Sep-2026,-,-,11-Sep-2026,EQ,Dividend - Re 0.75 Per Share,IREDA
