bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Afcons Infrastructure Limited,18-Jul-2025,10,-,INE101I01011,18-Jul-2025,-,-,18-Jul-2025,EQ,Dividend - Rs 2.50 Per Share,AFCONS
-,-,,Afcons Infrastructure Limited,23-Jul-2026,10,-,INE101I01011,23-Jul-2026,-,-,23-Jul-2026,EQ,Dividend - Rs 2 Per Share,AFCONS
