bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,GlaxoSmithKline Pharmaceuticals Limited,30-May-2025,10,-,INE159A01016,30-May-2025,-,-,30-May-2025,EQ,Dividend - Rs 42 Per Share,GLAXO
-,-,,GlaxoSmithKline Pharmaceuticals Limited,29-May-2026,10,-,INE159A01016,29-May-2026,-,-,29-May-2026,EQ,Dividend - Rs 57 Per Share,GLAXO
