bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Hero MotoCorp Limited,12-Feb-2025,2,-,INE158A01026,12-Feb-2025,-,-,12-Feb-2025,EQ,Interim Dividend - Rs 100 Per Share,HEROMOTOCO
-,-,,Hero MotoCorp Limited,24-Jul-2025,2,-,INE158A01026,24-Jul-2025,-,-,24-Jul-2025,EQ,Dividend - Rs 65 Per Share,HEROMOTOCO
-,-,,Hero MotoCorp Limited,11-Feb-2026,2,-,INE158A01026,11-Feb-2026,-,-,11-Feb-2026,EQ,Interim Dividend - Rs 110 Per Share,HEROMOTOCO
-,-,,Hero MotoCorp Limited,24-Jul-2026,2,-,INE158A01026,24-Jul-2026,-,-,24-Jul-2026,EQ,Dividend - Rs 75 Per Share,HEROMOTOCO
