bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Indian Bank,10-Jun-2025,10,-,INE562A01011,10-Jun-2025,-,-,10-Jun-2025,EQ,Dividend - Rs 16.25 Per Share,INDIANB
-,-,,Indian Bank,10-Jun-2026,10,-,INE562A01011,10-Jun-2026,-,-,10-Jun-2026,EQ,Dividend - Rs 18.25 Per Share,INDIANB
