bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Poly Medicure Limited,18-Sep-2025,5,-,INE205C01013,18-Sep-2025,-,-,18-Sep-2025,EQ,Dividend - Rs 3.50 Per Share,POLYMED
-,-,,Poly Medicure Limited,28-Aug-2026,5,-,INE205C01013,28-Aug-2026,-,-,29-Aug-2026,EQ,Dividend - Rs 3.50 Per Share,POLYMED
