bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Indegene Limited,13-Jun-2025,2,-,INE065X01017,13-Jun-2025,-,-,13-Jun-2025,EQ,Dividend - Rs 2 Per Share,INDGN
-,-,,Indegene Limited,31-Jul-2026,2,-,INE065X01017,31-Jul-2026,-,-,31-Jul-2026,EQ,Dividend - Rs 2.25 Per Share,INDGN
