bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Fortis Healthcare Limited,25-Jul-2025,10,-,INE061F01013,25-Jul-2025,-,-,25-Jul-2025,EQ,Dividend - Re 1 Per Share,FORTIS
-,-,,Fortis Healthcare Limited,24-Jul-2026,10,-,INE061F01013,24-Jul-2026,-,-,24-Jul-2026,EQ,Dividend - Re 1 Per Share,FORTIS
