bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Gland Pharma Limited,14-Aug-2025,1,-,INE068V01023,14-Aug-2025,-,-,14-Aug-2025,EQ,Dividend - Rs 18 Per Share,GLAND
-,-,,Gland Pharma Limited,11-Aug-2026,1,-,INE068V01023,11-Aug-2026,-,-,11-Aug-2026,EQ,Dividend - Rs 20 Per Sh,GLAND
