bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Syrma SGS Technology Limited,19-Sep-2025,10,-,INE0DYJ01015,19-Sep-2025,-,-,19-Sep-2025,EQ,Dividend - Rs 1.50 Per Share,SYRMA
-,-,,Syrma SGS Technology Limited,18-Aug-2026,10,-,INE0DYJ01015,18-Aug-2026,-,-,18-Aug-2026,EQ,Dividend - Rs 1.50 Per Share,SYRMA
