bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Shyam Metalics and Energy Limited,07-Feb-2025,10,-,INE810G01011,07-Feb-2025,-,-,07-Feb-2025,EQ,Interim Dividend - Rs 2.25 Per Share,SHYAMMETL
-,-,,Shyam Metalics and Energy Limited,19-Aug-2025,10,-,INE810G01011,19-Aug-2025,-,-,19-Aug-2025,EQ,Dividend - Rs 2.25 Per Share,SHYAMMETL
-,-,,Shyam Metalics and Energy Limited,28-Jul-2025,10,-,INE810G01011,28-Jul-2025,-,-,28-Jul-2025,EQ,Interim Dividend - Rs 1.80 Per Share,SHYAMMETL
-,-,,Shyam Metalics and Energy Limited,07-Aug-2026,10,-,INE810G01011,07-Aug-2026,-,-,07-Aug-2026,EQ,Dividend - Rs 2.70 Per Share,SHYAMMETL
-,-,,Shyam Metalics and Energy Limited,24-Jul-2026,10,-,INE810G01011,24-Jul-2026,-,-,24-Jul-2026,EQ,Interim Dividend - Rs 1.80 Per Share,SHYAMMETL
