bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Indraprastha Gas Limited,31-Jan-2025,2,-,INE203G01019,31-Jan-2025,-,-,31-Jan-2025,EQ,Bonus 1:1,IGL
-,-,,Indraprastha Gas Limited,15-Sep-2025,2,-,INE203G01019,15-Sep-2025,-,-,15-Sep-2025,EQ,Dividend - Rs 1.50 Per Share,IGL
-,-,,Indraprastha Gas Limited,18-Feb-2026,2,-,INE203G01019,18-Feb-2026,-,-,19-Feb-2026,EQ,Interim Dividend - Rs  3.25 Per Share,IGL
