bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Power Finance Corporation Limited,19-Mar-2025,10,-,INE134E01011,19-Mar-2025,-,-,19-Mar-2025,EQ,Interim Dividend - Rs 3.50 Per Share,PFC
-,-,,Power Finance Corporation Limited,28-Feb-2025,10,-,INE134E01011,28-Feb-2025,-,-,28-Feb-2025,EQ,Interim Dividend - Rs 3.50 Per Share,PFC
-,-,,Power Finance Corporation Limited,13-Jun-2025,10,-,INE134E01011,13-Jun-2025,-,-,13-Jun-2025,EQ,Dividend - Rs 2.05 Per Share,PFC
-,-,,Power Finance Corporation Limited,18-Aug-2025,10,-,INE134E01011,18-Aug-2025,-,-,18-Aug-2025,EQ,Interim Dividend - Rs 3.70 Per Share,PFC
-,-,,Power Finance Corporation Limited,26-Nov-2025,10,-,INE134E01011,26-Nov-2025,-,-,26-Nov-2025,EQ,Interim Dividend - Rs 3.65 Per Share,PFC
-,-,,Power Finance Corporation Limited,23-Mar-2026,10,-,INE134E01011,23-Mar-2026,-,-,23-Mar-2026,EQ,Interim Dividend - Rs 3.25 Per Share,PFC
-,-,,Power Finance Corporation Limited,20-Feb-2026,10,-,INE134E01011,20-Feb-2026,-,-,20-Feb-2026,EQ,Interim Dividend - Rs 4 Per Share,PFC
-,-,,Power Finance Corporation Limited,27-Aug-2026,10,-,INE134E01011,27-Aug-2026,-,-,27-Aug-2026,EQ,Interim Dividend - Rs 3.90 Per Share,PFC
-,-,,Power Finance Corporation Limited,31-Jul-2026,10,-,INE134E01011,31-Jul-2026,-,-,31-Jul-2026,EQ,Dividend - Rs 3.95 Per Share,PFC
