bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,City Union Bank Limited,01-Aug-2025,1,-,INE491A01021,01-Aug-2025,-,-,01-Aug-2025,EQ,Dividend - Rs 2 Per Share,CUB
-,-,,City Union Bank Limited,12-Jun-2026,1,-,INE491A01021,12-Jun-2026,-,-,12-Jun-2026,EQ,Bonus 1:3,CUB
-,-,,City Union Bank Limited,31-Jul-2026,1,-,INE491A01021,31-Jul-2026,-,-,31-Jul-2026,EQ,Dividend - Rs 2 Per Share,CUB
