bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Aptus Value Housing Finance India Limited,16-May-2025,2,-,INE852O01025,16-May-2025,-,-,16-May-2025,EQ,Interim Dividend - Rs 2.5 Per Share,APTUS
-,-,,Aptus Value Housing Finance India Limited,07-Nov-2025,2,-,INE852O01025,07-Nov-2025,-,-,07-Nov-2025,EQ,Interim Dividend - Rs 2 Per Share,APTUS
-,-,,Aptus Value Housing Finance India Limited,15-May-2026,2,-,INE852O01025,15-May-2026,-,-,15-May-2026,EQ,Interim Dividend - Rs 2.50 Per Share,APTUS
