bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Bharat Forge Limited,18-Feb-2025,2,-,INE465A01025,18-Feb-2025,-,-,18-Feb-2025,EQ,Interim Dividend - Rs 2.5 Per Share,BHARATFORG
-,-,,Bharat Forge Limited,04-Jul-2025,2,-,INE465A01025,04-Jul-2025,-,-,04-Jul-2025,EQ,Dividend - Rs 6 Per Share,BHARATFORG
-,-,,Bharat Forge Limited,18-Feb-2026,2,-,INE465A01025,18-Feb-2026,-,-,18-Feb-2026,EQ,Interim Dividend - Rs 2 Per Share,BHARATFORG
-,-,,Bharat Forge Limited,03-Jul-2026,2,-,INE465A01025,03-Jul-2026,-,-,03-Jul-2026,EQ,Dividend - Rs 6.50 Per Share,BHARATFORG
