bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Max Healthcare Institute Limited,04-Jul-2025,10,-,INE027H01010,04-Jul-2025,-,-,04-Jul-2025,EQ,Dividend - Rs 1.50 Per Share,MAXHEALTH
-,-,,Max Healthcare Institute Limited,03-Jul-2026,10,-,INE027H01010,03-Jul-2026,-,-,03-Jul-2026,EQ,Dividend - Rs 2 Per Share,MAXHEALTH
