bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Home First Finance Company India Limited,30-May-2025,2,-,INE481N01025,30-May-2025,-,-,30-May-2025,EQ,Dividend - Rs 3.70 Per Share,HOMEFIRST
-,-,,Home First Finance Company India Limited,29-May-2026,2,-,INE481N01025,29-May-2026,-,-,29-May-2026,EQ,Dividend - Rs 5.20 Per Share,HOMEFIRST
