bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Ajanta Pharma Limited,10-Nov-2025,2,-,INE031B01015,10-Nov-2025,-,-,10-Nov-2025,EQ,Interim Dividend - Rs 28 Per Share,AJANTPHARM
-,-,,Ajanta Pharma Limited,05-Aug-2026,2,-,INE031B01015,05-Aug-2026,-,-,05-Aug-2026,EQ,Interim Dividend - Rs 32 Per Share,AJANTPHARM
