bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Bata India Limited,01-Aug-2025,5,-,INE176A01010,01-Aug-2025,-,-,01-Aug-2025,EQ,Dividend - Rs 9 Per Share,BATAINDIA
-,-,,Bata India Limited,19-Aug-2026,5,-,INE176A01010,19-Aug-2026,-,-,19-Aug-2026,EQ,Interim Dividend - Rs 25 Per Share,BATAINDIA
-,-,,Bata India Limited,31-Jul-2026,5,-,INE176A01010,31-Jul-2026,-,-,31-Jul-2026,EQ,Dividend - Rs 9 Per Share,BATAINDIA
