bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Bank of Baroda,06-Jun-2025,2,-,INE028A01013,06-Jun-2025,-,-,06-Jun-2025,EQ,Dividend - Rs 8.35 Per Share,BANKBARODA
-,-,,Bank of Baroda,05-Jun-2026,2,-,INE028A01013,05-Jun-2026,-,-,05-Jun-2026,EQ,Dividend - Rs 8.50 Per Share,BANKBARODA
