bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,The Phoenix Mills Limited,15-Sep-2025,2,-,INE211B01039,15-Sep-2025,-,-,15-Sep-2025,EQ,Dividend - Rs 2.50 Per Share,PHOENIXLTD
-,-,,The Phoenix Mills Limited,11-Sep-2026,2,-,INE211B01039,11-Sep-2026,-,-,11-Sep-2026,EQ,Dividend - Rs 2.50 Per Share,PHOENIXLTD
