bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Gabriel India Limited,02-Sep-2025,1,-,INE524A01029,02-Sep-2025,-,-,02-Sep-2025,EQ,Dividend - Rs 2.95 Per Share,GABRIEL
-,-,,Gabriel India Limited,21-Nov-2025,1,-,INE524A01029,21-Nov-2025,-,-,21-Nov-2025,EQ,Interim Dividend - Rs 1.90 Per Share,GABRIEL
-,-,,Gabriel India Limited,12-Aug-2026,1,-,INE524A01029,12-Aug-2026,-,-,12-Aug-2026,EQ,Dividend - Rs 3.10 Per Share,GABRIEL
