bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Pfizer Limited,09-Jul-2025,10,-,INE182A01018,09-Jul-2025,-,-,09-Jul-2025,EQ,Dividend - Rs 35 Per Share & Special Dividend Of Rs 100 Per Share/ Special Dividend Of Rs 30,PFIZER
-,-,,Pfizer Limited,17-Jul-2026,10,-,INE182A01018,17-Jul-2026,-,-,17-Jul-2026,EQ,Dividend - Rs 75 Per Share,PFIZER
