bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,L&T Technology Services Limited,06-Jun-2025,2,-,INE010V01017,06-Jun-2025,-,-,06-Jun-2025,EQ,Dividend - Rs 38 Per Share,LTTS
-,-,,L&T Technology Services Limited,27-Oct-2025,2,-,INE010V01017,27-Oct-2025,-,-,27-Oct-2025,EQ,Interim Dividend - Rs 18 Per Share,LTTS
-,-,,L&T Technology Services Limited,22-May-2026,2,-,INE010V01017,22-May-2026,-,-,22-May-2026,EQ,Dividend - Rs 40 Per Share,LTTS
