bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,FORCE MOTORS LTD,10-Sep-2025,10,-,INE451A01017,10-Sep-2025,-,-,10-Sep-2025,EQ,Dividend - Rs 40 Per Share,FORCEMOT
-,-,,FORCE MOTORS LTD,09-Sep-2026,10,-,INE451A01017,09-Sep-2026,-,-,09-Sep-2026,EQ,Dividend - Rs 50 Per Share,FORCEMOT
