bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Tega Industries Limited,08-Sep-2025,10,-,INE011K01018,08-Sep-2025,-,-,09-Sep-2025,EQ,Dividend - Rs 2 Per Share,TEGA
-,-,,Tega Industries Limited,11-Sep-2026,10,-,INE011K01018,11-Sep-2026,-,-,14-Sep-2026,EQ,Dividend - Rs 2 Per Share,TEGA
