bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,mTIMESTAMP,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Coal India Limited,31-Jan-2025,10,-,INE522F01014,31-Jan-2025,-,-,31-Jan-2025,EQ,Interim Dividend - Rs 5.60 Per Share,COALINDIA
-,-,,Coal India Limited,21-Aug-2025,10,-,INE522F01014,21-Aug-2025,-,-,21-Aug-2025,EQ,Dividend - Rs 5.15 Per Share,COALINDIA
-,-,,Coal India Limited,06-Aug-2025,10,-,INE522F01014,06-Aug-2025,-,-,06-Aug-2025,EQ,Interim Dividend - Rs 5.50 Per Share,COALINDIA
-,-,,Coal India Limited,04-Nov-2025,10,-,INE522F01014,04-Nov-2025,-,-,04-Nov-2025,EQ,Interim Dividend - Rs 10.25 Per Share,COALINDIA
-,-,,Coal India Limited,18-Feb-2026,10,-,INE522F01014,18-Feb-2026,-,-,18-Feb-2026,EQ,Interim Dividend - Rs 5.50 Per Share,COALINDIA
-,-,,Coal India Limited,31-Jul-2026,10,-,INE522F01014,31-Jul-2026,-,-,31-Jul-2026,EQ,Interim Dividend - Rs 5.50 Per Share,COALINDIA
