date,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
2025-01-02,657.10,666.80,655.65,662.05,653.13,SHORT,657.10,653.13,662.05,false,-4.95,-0.75
2025-01-03,663.30,677.30,662.85,674.05,662.32,SHORT,663.30,662.32,674.05,false,-10.75,-1.62
2025-01-06,676.15,681.95,652.80,661.40,671.69,SHORT,676.15,671.69,671.69,true,4.46,0.66
2025-01-07,659.25,673.00,659.25,663.10,663.05,LONG,659.25,663.05,663.05,true,3.80,0.58
2025-01-08,661.00,666.85,652.00,652.90,666.27,LONG,661.00,666.27,666.27,true,5.27,0.80
2025-01-09,653.00,657.15,644.65,646.50,656.19,LONG,653.00,656.19,656.19,true,3.19,0.49
2025-01-10,645.40,650.70,632.40,644.15,647.26,LONG,645.40,647.26,647.26,true,1.86,0.29
2025-01-13,642.00,653.00,634.65,635.90,642.05,SKIP,,,,,,
2025-01-14,636.45,644.25,632.70,642.30,642.97,LONG,636.45,642.97,642.97,true,6.52,1.02
2025-01-15,642.80,642.80,628.65,632.45,638.86,SHORT,642.80,638.86,638.86,true,3.94,0.61
2025-01-16,642.00,666.95,639.55,651.85,632.94,SHORT,642.00,632.94,651.85,false,-9.85,-1.53
2025-01-17,648.15,650.00,634.35,645.05,654.52,LONG,648.15,654.52,645.05,false,-3.10,-0.48
2025-01-20,650.50,651.20,631.20,640.95,641.54,SHORT,650.50,641.54,641.54,true,8.96,1.38
2025-01-21,645.20,651.95,633.25,635.95,639.25,SHORT,645.20,639.25,639.25,true,5.95,0.92
2025-01-22,620.00,620.00,572.00,598.15,641.44,LONG,620.00,641.44,598.15,false,-21.85,-3.52
2025-01-23,595.00,603.40,590.55,594.45,582.92,SHORT,595.00,582.92,594.45,false,0.55,0.09
2025-01-24,595.00,600.85,586.90,591.50,597.04,LONG,595.00,597.04,597.04,true,2.04,0.34
2025-01-27,589.45,590.25,582.25,589.00,592.55,LONG,589.45,592.55,589.00,false,-0.45,-0.08
2025-01-28,589.05,603.55,585.65,600.00,586.74,SHORT,589.05,586.74,586.74,true,2.31,0.39
2025-01-29,603.00,611.35,598.95,607.25,596.47,SHORT,603.00,596.47,607.25,false,-4.25,-0.70
2025-01-30,607.00,617.00,601.05,611.55,607.21,SKIP,,,,,,
2025-01-31,610.00,620.95,607.60,615.35,609.79,SKIP,,,,,,
2025-02-01,613.15,643.20,569.00,608.30,615.57,LONG,613.15,615.57,615.57,true,2.42,0.39
2025-02-03,605.95,618.90,600.30,605.60,603.69,SHORT,605.95,603.69,603.69,true,2.26,0.37
2025-02-04,609.00,611.00,600.00,609.10,608.31,SHORT,609.00,608.31,608.31,true,0.69,0.11
2025-02-05,609.40,614.70,602.55,604.15,606.40,SHORT,609.40,606.40,606.40,true,3.00,0.49
2025-02-06,606.00,609.85,597.90,599.20,607.43,LONG,606.00,607.43,607.43,true,1.43,0.24
2025-02-07,603.00,605.60,592.05,600.15,602.14,SHORT,603.00,602.14,602.14,true,0.86,0.14
2025-02-10,603.00,608.95,587.10,587.60,599.26,SHORT,603.00,599.26,599.26,true,3.74,0.62
2025-02-11,587.85,590.80,569.55,575.00,591.78,LONG,587.85,591.78,575.00,false,-12.85,-2.19
2025-02-12,575.00,589.00,563.45,579.40,576.10,LONG,575.00,576.10,576.10,true,1.10,0.19
2025-02-13,579.80,594.40,578.85,591.20,578.77,SHORT,579.80,578.77,591.20,false,-11.40,-1.97
2025-02-14,593.35,597.75,580.00,582.15,590.43,SHORT,593.35,590.43,590.43,true,2.92,0.49
2025-02-17,580.00,581.95,567.90,575.70,588.49,LONG,580.00,588.49,575.70,false,-4.30,-0.74
2025-02-18,572.20,578.20,566.20,573.95,572.93,LONG,572.20,572.93,572.93,true,0.73,0.13
2025-02-19,570.65,579.65,568.25,576.70,571.89,LONG,570.65,571.89,571.89,true,1.24,0.22
2025-02-20,575.85,580.35,572.55,575.00,575.04,SHORT,575.85,575.04,575.04,true,0.81,0.14
2025-02-21,574.10,579.40,570.05,573.95,576.21,LONG,574.10,576.21,576.21,true,2.11,0.37
2025-02-24,571.00,573.00,565.80,566.15,573.33,LONG,571.00,573.33,566.15,false,-4.85,-0.85
