symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GODIGIT,320.40,323.75,318.10,320.00,321.57,LONG,320.40,321.57,321.57,true,1.17,0.37
PIRAMALFIN,1723.00,1778.90,1723.00,1745.00,1727.90,LONG,1723.00,1727.90,1727.90,true,4.90,0.28
NTPCGREEN,96.90,97.85,96.43,97.45,96.52,SHORT,96.90,96.52,96.52,true,0.38,0.39
LALPATHLAB,1409.90,1416.20,1389.00,1399.90,1395.14,SHORT,1409.90,1395.14,1395.14,true,14.76,1.05
TRAVELFOOD,1280.00,1310.50,1270.00,1309.90,1283.41,LONG,1280.00,1283.41,1283.41,true,3.41,0.27
JAINREC,427.00,431.60,421.30,427.40,430.91,LONG,427.00,430.91,430.91,true,3.91,0.92
MRPL,176.30,179.71,172.63,174.98,177.91,LONG,176.30,177.91,177.91,true,1.61,0.91
ONESOURCE,1353.00,1446.00,1345.00,1440.90,1371.99,LONG,1353.00,1371.99,1371.99,true,18.99,1.40
TORNTPHARM,4116.90,4160.00,4074.60,4154.20,4076.94,SHORT,4116.90,4076.94,4076.94,true,39.96,0.97
ERIS,1381.00,1388.00,1354.10,1374.20,1362.00,SHORT,1381.00,1362.00,1362.00,true,19.00,1.38
