symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GODIGIT,303.50,305.80,301.25,304.70,305.03,LONG,303.50,305.03,305.03,true,1.53,0.50
EIDPARRY,853.50,864.50,841.00,849.00,852.96,SKIP,,,,,,
NTPCGREEN,110.50,112.29,108.62,109.48,110.45,SKIP,,,,,,
INDIAMART,2094.50,2094.50,2036.10,2054.40,2070.68,SHORT,2094.50,2070.68,2070.68,true,23.82,1.14
DMART,4380.00,4385.90,4303.00,4358.50,4406.03,LONG,4380.00,4406.03,4358.50,false,-21.50,-0.49
GPIL,305.80,306.65,301.00,304.20,303.01,SHORT,305.80,303.01,303.01,true,2.79,0.91
GRANULES,703.50,712.35,700.00,709.55,703.93,SKIP,,,,,,
RAINBOW,1249.90,1261.60,1236.50,1260.40,1262.97,LONG,1249.90,1262.97,1260.40,false,10.50,0.84
TRAVELFOOD,1296.00,1304.00,1256.40,1282.00,1299.16,LONG,1296.00,1299.16,1299.16,true,3.16,0.24
AJANTPHARM,2910.00,2924.20,2869.80,2903.00,2913.80,LONG,2910.00,2913.80,2913.80,true,3.80,0.13
