symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SCHAEFFLER,4195.20,4195.20,4000.70,4039.70,4074.84,SHORT,4195.20,4074.84,4074.84,true,120.36,2.87
BRITANNIA,5518.00,5550.00,5420.00,5421.00,5506.84,SHORT,5518.00,5506.84,5506.84,true,11.16,0.20
PIIND,3701.00,3834.90,3701.00,3730.10,3760.95,LONG,3701.00,3760.95,3760.95,true,59.95,1.62
SUNDARMFIN,5134.00,5147.00,5028.00,5104.50,5099.97,SHORT,5134.00,5099.97,5099.97,true,34.03,0.66
WELCORP,792.55,794.90,767.00,774.60,788.01,SHORT,792.55,788.01,788.01,true,4.54,0.57
FORTIS,693.70,693.85,675.00,679.15,689.47,SHORT,693.70,689.47,689.47,true,4.23,0.61
LT,3630.00,3634.00,3556.00,3567.50,3601.06,SHORT,3630.00,3601.06,3601.06,true,28.94,0.80
IEX,198.10,200.43,197.11,197.34,199.51,LONG,198.10,199.51,199.51,true,1.41,0.71
VTL,519.90,523.75,508.45,512.10,520.07,SKIP,,,,,,
BALKRISIND,2692.00,2709.90,2630.00,2643.70,2719.10,LONG,2692.00,2719.10,2643.70,false,-48.30,-1.79
