symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ERIS,1353.00,1388.00,1352.50,1384.00,1355.25,LONG,1353.00,1355.25,1355.25,true,2.25,0.17
TATACOMM,1765.90,1793.80,1760.40,1780.50,1762.21,SHORT,1765.90,1762.21,1762.21,true,3.69,0.21
BIKAJI,641.65,656.00,641.65,651.45,644.29,LONG,641.65,644.29,644.29,true,2.64,0.41
GLENMARK,2256.40,2256.40,2162.00,2215.10,2236.54,SHORT,2256.40,2236.54,2236.54,true,19.86,0.88
PPLPHARMA,196.36,202.95,193.03,199.78,197.78,LONG,196.36,197.78,197.78,true,1.42,0.72
JUBLINGREA,739.90,760.55,734.05,759.20,733.91,SHORT,739.90,733.91,759.20,false,-19.30,-2.61
CREDITACC,1602.00,1606.00,1542.20,1556.10,1612.02,LONG,1602.00,1612.02,1556.10,false,-45.90,-2.87
HONASA,447.25,459.00,437.30,458.65,452.31,LONG,447.25,452.31,452.31,true,5.06,1.13
MARICO,870.00,881.35,865.30,875.00,874.30,LONG,870.00,874.30,874.30,true,4.30,0.49
RAINBOW,1550.00,1574.80,1540.20,1545.60,1512.92,SHORT,1550.00,1512.92,1545.60,false,4.40,0.28
