symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
LALPATHLAB,1404.10,1417.60,1380.00,1397.40,1404.71,SKIP,,,,,,
HYUNDAI,2275.00,2301.30,2223.90,2280.70,2266.88,SHORT,2275.00,2266.88,2266.88,true,8.12,0.36
APARINDS,10600.00,10942.00,10416.00,10679.50,10476.43,SHORT,10600.00,10476.43,10476.43,true,123.57,1.17
JSWDULUX,3079.00,3096.90,3042.40,3091.90,3060.66,SHORT,3079.00,3060.66,3060.66,true,18.34,0.60
PAGEIND,32800.00,33280.00,32740.00,33080.00,32776.14,SKIP,,,,,,
IPCALAB,1465.00,1501.00,1465.00,1475.00,1451.45,SHORT,1465.00,1451.45,1475.00,false,-10.00,-0.68
PATANJALI,535.00,537.60,525.30,531.50,532.83,SHORT,535.00,532.83,532.83,true,2.17,0.41
INDIAMART,2186.00,2219.80,2175.40,2217.70,2173.87,SHORT,2186.00,2173.87,2217.70,false,-31.70,-1.45
KPIL,1139.90,1189.80,1135.60,1187.30,1126.99,SHORT,1139.90,1126.99,1187.30,false,-47.40,-4.16
NESTLEIND,1299.00,1316.70,1295.50,1316.10,1294.44,SHORT,1299.00,1294.44,1316.10,false,-17.10,-1.32
