symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SOLARINDS,13910.00,13970.00,13651.00,13760.00,13916.00,SKIP,,,,,,
SUNTV,574.00,574.00,556.10,559.15,571.29,SHORT,574.00,571.29,571.29,true,2.71,0.47
TVSMOTOR,3485.00,3497.70,3461.00,3481.30,3439.46,SHORT,3485.00,3439.46,3481.30,false,3.70,0.11
AWL,274.95,275.00,266.40,268.90,273.67,SHORT,274.95,273.67,273.67,true,1.28,0.47
ENDURANCE,2685.20,2685.20,2601.00,2616.20,2700.00,LONG,2685.20,2700.00,2616.20,false,-69.00,-2.57
JSWDULUX,3360.00,3403.70,3306.30,3387.40,3339.88,SHORT,3360.00,3339.88,3339.88,true,20.12,0.60
GLENMARK,1880.00,1882.00,1818.00,1841.50,1870.88,SHORT,1880.00,1870.88,1870.88,true,9.12,0.49
RAMCOCEM,998.90,998.90,983.00,983.80,995.25,SHORT,998.90,995.25,995.25,true,3.65,0.37
ACMESOLAR,251.20,251.75,242.20,246.70,251.43,SKIP,,,,,,
APTUS,294.95,296.80,288.05,288.50,292.63,SHORT,294.95,292.63,292.63,true,2.32,0.79
