symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
NTPCGREEN,118.00,119.85,115.29,115.74,117.26,SHORT,118.00,117.26,117.26,true,0.74,0.63
GODIGIT,321.50,323.80,314.85,316.60,320.69,SHORT,321.50,320.69,320.69,true,0.81,0.25
IKS,1497.80,1534.80,1497.10,1516.70,1482.10,SHORT,1497.80,1482.10,1516.70,false,-18.90,-1.26
INDIAMART,2105.10,2135.00,2101.80,2135.00,2119.75,LONG,2105.10,2119.75,2119.75,true,14.65,0.70
PIRAMALFIN,1920.00,2073.20,1880.00,2006.00,1859.06,SHORT,1920.00,1859.06,2006.00,false,-86.00,-4.48
TRAVELFOOD,1283.00,1295.00,1277.90,1284.90,1298.05,LONG,1283.00,1298.05,1284.90,false,1.90,0.15
APARINDS,12195.50,12320.50,11701.00,11845.00,11910.85,SHORT,12195.50,11910.85,11910.85,true,284.65,2.33
ERIS,1359.00,1359.00,1200.00,1323.50,1358.94,SKIP,,,,,,
BALRAMCHIN,519.70,521.45,500.00,508.20,526.34,LONG,519.70,526.34,508.20,false,-11.50,-2.21
EIDPARRY,852.00,860.00,845.00,845.30,854.40,LONG,852.00,854.40,854.40,true,2.40,0.28
