symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
APLAPOLLO,1676.20,1699.00,1674.00,1689.00,1683.25,LONG,1676.20,1683.25,1683.25,true,7.05,0.42
JSWDULUX,3410.00,3410.00,3373.30,3401.70,3388.58,SHORT,3410.00,3388.58,3388.58,true,21.42,0.63
ONESOURCE,1751.90,1756.70,1691.00,1741.90,1756.58,LONG,1751.90,1756.58,1756.58,true,4.68,0.27
ACUTAAS,1455.00,1456.40,1392.20,1410.20,1452.51,SHORT,1455.00,1452.51,1452.51,true,2.49,0.17
GODIGIT,357.00,357.05,349.70,350.60,365.30,LONG,357.00,365.30,350.60,false,-6.40,-1.79
GRANULES,531.95,536.50,526.75,530.15,529.88,SHORT,531.95,529.88,529.88,true,2.07,0.39
PTCIL,15260.00,15945.00,15182.00,15490.00,15221.37,SHORT,15260.00,15221.37,15221.37,true,38.63,0.25
TATACOMM,1655.00,1673.30,1644.00,1659.60,1656.21,SKIP,,,,,,
UBL,1801.90,1803.70,1761.30,1783.60,1795.46,SHORT,1801.90,1795.46,1795.46,true,6.44,0.36
GODREJIND,1184.00,1242.00,1184.00,1210.70,1189.36,LONG,1184.00,1189.36,1189.36,true,5.36,0.45
