symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
RRKABEL,1152.00,1152.00,1105.75,1107.00,1155.53,LONG,1152.00,1155.53,1107.00,false,-45.00,-3.91
AIAENG,3360.00,3360.20,3241.90,3250.00,3385.21,LONG,3360.00,3385.21,3250.00,false,-110.00,-3.27
SAPPHIRE,325.00,331.20,310.20,311.25,326.36,LONG,325.00,326.36,326.36,true,1.36,0.42
BERGEPAINT,484.10,503.25,484.10,502.45,488.42,LONG,484.10,488.42,488.42,true,4.32,0.89
LODHA,1197.00,1215.00,1185.00,1195.50,1210.82,LONG,1197.00,1210.82,1210.82,true,13.82,1.15
CGCL,172.00,173.50,169.75,170.14,173.73,LONG,172.00,173.73,170.14,false,-1.86,-1.08
RAMCOCEM,841.90,852.70,835.00,848.20,852.81,LONG,841.90,852.81,848.20,false,6.30,0.75
SYNGENE,701.00,711.15,690.15,700.75,713.02,LONG,701.00,713.02,700.75,false,-0.25,-0.04
TATAELXSI,5960.45,5960.45,5782.00,5850.10,5990.44,LONG,5960.45,5990.44,5850.10,false,-110.35,-1.85
KAJARIACER,881.00,881.35,856.10,862.75,875.55,SHORT,881.00,875.55,875.55,true,5.45,0.62
