symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
AADHARHFC,484.15,489.70,484.15,489.20,484.63,SKIP,,,,,,
TIMKEN,3021.00,3076.80,3003.90,3055.10,3023.13,SKIP,,,,,,
PRESTIGE,1645.00,1684.90,1626.30,1661.90,1645.35,SKIP,,,,,,
ALKEM,5666.00,5676.00,5587.50,5630.50,5614.86,SHORT,5666.00,5614.86,5614.86,true,51.14,0.90
CAPLIPOINT,1952.00,1975.90,1940.00,1966.50,1937.08,SHORT,1952.00,1937.08,1966.50,false,-14.50,-0.74
GODIGIT,344.00,344.00,337.10,342.15,338.20,SHORT,344.00,338.20,338.20,true,5.80,1.69
NUVOCO,340.45,346.45,335.70,346.25,334.42,SHORT,340.45,334.42,346.25,false,-5.80,-1.70
DALBHARAT,1991.00,2077.60,1991.00,2075.30,1969.78,SHORT,1991.00,1969.78,2075.30,false,-84.30,-4.23
GRASIM,2814.00,2845.00,2796.60,2834.60,2785.16,SHORT,2814.00,2785.16,2834.60,false,-20.60,-0.73
AMBUJACEM,536.90,549.95,536.90,548.80,533.21,SHORT,536.90,533.21,548.80,false,-11.90,-2.22
