symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ABB,6260.00,6615.00,6259.50,6608.00,6351.67,LONG,6260.00,6351.67,6351.67,true,91.67,1.46
AADHARHFC,468.60,486.35,465.80,480.00,467.84,SHORT,468.60,467.84,467.84,true,0.76,0.16
ASTRAL,1432.20,1472.70,1431.60,1444.80,1462.35,LONG,1432.20,1462.35,1462.35,true,30.15,2.11
DIVISLAB,6895.00,6960.00,6800.50,6896.00,6911.40,LONG,6895.00,6911.40,6911.40,true,16.40,0.24
INDGN,504.20,519.80,504.20,513.55,513.97,LONG,504.20,513.97,513.97,true,9.77,1.94
JSWDULUX,2902.00,2940.00,2900.00,2929.50,2918.99,LONG,2902.00,2918.99,2918.99,true,16.99,0.59
ACUTAAS,2870.00,2909.80,2849.00,2884.70,2877.65,LONG,2870.00,2877.65,2877.65,true,7.65,0.27
MANKIND,2501.00,2625.00,2500.00,2587.00,2525.21,LONG,2501.00,2525.21,2525.21,true,24.21,0.97
SUPREMEIND,3430.00,3472.80,3400.00,3466.80,3464.77,LONG,3430.00,3464.77,3464.77,true,34.77,1.01
ASAHIINDIA,835.45,835.45,820.80,828.95,826.97,SHORT,835.45,826.97,826.97,true,8.48,1.02
