symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
WELCORP,918.85,936.00,918.80,932.00,924.84,LONG,918.85,924.84,924.84,true,5.99,0.65
ELGIEQUIP,548.50,556.95,546.05,552.95,554.78,LONG,548.50,554.78,554.78,true,6.28,1.14
ERIS,1754.00,1780.00,1738.20,1767.70,1769.71,LONG,1754.00,1769.71,1769.71,true,15.71,0.90
CGPOWER,669.00,682.50,663.90,680.35,675.38,LONG,669.00,675.38,675.38,true,6.38,0.95
JMFINANCIL,167.69,170.15,162.25,169.50,168.85,LONG,167.69,168.85,168.85,true,1.16,0.69
DLF,845.20,853.70,840.75,852.90,845.72,SKIP,,,,,,
ITI,320.00,320.70,313.95,314.00,317.78,SHORT,320.00,317.78,317.78,true,2.22,0.69
PAYTM,1001.60,1018.60,998.00,1017.55,999.49,SHORT,1001.60,999.49,999.49,true,2.11,0.21
LTTS,4401.00,4430.00,4311.90,4370.50,4410.37,LONG,4401.00,4410.37,4410.37,true,9.37,0.21
MFSL,1532.00,1555.00,1529.10,1546.60,1540.08,LONG,1532.00,1540.08,1540.08,true,8.08,0.53
