symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
BHARTIARTL,1968.70,1976.40,1901.00,1947.50,1962.60,SHORT,1968.70,1962.60,1962.60,true,6.10,0.31
CANHLIFE,148.24,153.00,146.54,149.12,147.49,SHORT,148.24,147.49,147.49,true,0.75,0.51
BALRAMCHIN,417.50,439.90,417.50,418.20,418.11,LONG,417.50,418.11,418.11,true,0.61,0.15
BAYERCROP,4485.00,4485.00,4359.30,4388.60,4423.97,SHORT,4485.00,4423.97,4423.97,true,61.03,1.36
TATACAP,341.00,341.00,333.55,338.00,337.94,SHORT,341.00,337.94,337.94,true,3.06,0.90
NAUKRI,1240.00,1276.70,1231.90,1256.20,1249.61,LONG,1240.00,1249.61,1249.61,true,9.61,0.77
LT,3953.00,4042.80,3756.00,3819.50,3923.36,SHORT,3953.00,3923.36,3923.36,true,29.64,0.75
SUNPHARMA,1640.00,1655.70,1590.00,1608.10,1595.94,SHORT,1640.00,1595.94,1595.94,true,44.06,2.69
ERIS,1374.50,1399.50,1369.70,1385.10,1373.34,SKIP,,,,,,
GODREJCP,1159.70,1173.50,1142.70,1159.10,1155.48,SHORT,1159.70,1155.48,1155.48,true,4.22,0.36
