symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CANHLIFE,147.35,150.70,146.01,146.54,147.57,LONG,147.35,147.57,147.57,true,0.22,0.15
RAMCOCEM,1173.90,1174.20,1134.10,1165.80,1188.14,LONG,1173.90,1188.14,1165.80,false,-8.10,-0.69
SUNPHARMA,1709.60,1719.80,1702.10,1706.60,1707.59,SHORT,1709.60,1707.59,1707.59,true,2.01,0.12
BHARTIARTL,2052.00,2057.00,2008.40,2011.20,2043.03,SHORT,2052.00,2043.03,2043.03,true,8.97,0.44
IPCALAB,1464.00,1467.00,1422.10,1429.20,1438.37,SHORT,1464.00,1438.37,1438.37,true,25.63,1.75
GODREJCP,1201.00,1209.20,1183.00,1205.90,1184.17,SHORT,1201.00,1184.17,1184.17,true,16.83,1.40
NIVABUPA,79.50,80.09,77.40,77.51,79.23,SHORT,79.50,79.23,79.23,true,0.27,0.34
PAGEIND,35025.00,35060.00,34475.00,34600.00,34882.44,SHORT,35025.00,34882.44,34882.44,true,142.56,0.41
WELCORP,832.40,845.00,830.10,834.05,828.78,SHORT,832.40,828.78,834.05,false,-1.65,-0.20
BAYERCROP,4639.80,4748.60,4601.00,4703.60,4579.81,SHORT,4639.80,4579.81,4703.60,false,-63.80,-1.38
