symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PIRAMALFIN,1700.20,1715.00,1658.00,1675.70,1709.17,LONG,1700.20,1709.17,1709.17,true,8.97,0.53
GODIGIT,322.20,324.40,318.50,318.70,320.15,SHORT,322.20,320.15,320.15,true,2.05,0.64
LALPATHLAB,1410.80,1419.40,1394.60,1405.70,1416.41,LONG,1410.80,1416.41,1416.41,true,5.61,0.40
IKS,1525.40,1525.40,1488.80,1497.20,1523.13,SHORT,1525.40,1523.13,1523.13,true,2.27,0.15
TRAVELFOOD,1310.50,1352.90,1299.40,1309.60,1306.52,SHORT,1310.50,1306.52,1306.52,true,3.98,0.30
NTPCGREEN,108.80,112.30,107.62,112.22,109.11,LONG,108.80,109.11,109.11,true,0.31,0.28
ACMESOLAR,289.80,307.00,288.05,305.00,287.78,SHORT,289.80,287.78,305.00,false,-15.20,-5.24
JAINREC,419.20,427.40,417.45,421.85,419.58,SKIP,,,,,,
IPCALAB,1461.00,1470.00,1456.20,1466.90,1466.08,LONG,1461.00,1466.08,1466.08,true,5.08,0.35
GMDCLTD,746.75,771.90,714.20,737.10,712.09,SHORT,746.75,712.09,737.10,false,9.65,1.29
