symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MRPL,183.00,186.40,180.51,184.55,181.82,SHORT,183.00,181.82,181.82,true,1.18,0.64
PIRAMALFIN,1848.90,1866.90,1787.40,1789.70,1824.48,SHORT,1848.90,1824.48,1824.48,true,24.42,1.32
OIL,480.00,482.30,471.80,473.60,483.61,LONG,480.00,483.61,473.60,false,-6.40,-1.33
ONESOURCE,1480.70,1490.00,1428.50,1437.70,1451.30,SHORT,1480.70,1451.30,1451.30,true,29.40,1.99
PERSISTENT,5000.00,5125.00,4922.90,5043.20,4879.69,SHORT,5000.00,4879.69,5043.20,false,-43.20,-0.86
LALPATHLAB,1316.20,1335.90,1302.50,1327.80,1311.82,SHORT,1316.20,1311.82,1311.82,true,4.38,0.33
VTL,525.00,532.40,520.65,530.50,519.33,SHORT,525.00,519.33,530.50,false,-5.50,-1.05
JAINREC,474.30,476.90,460.80,464.60,461.11,SHORT,474.30,461.11,461.11,true,13.19,2.78
RAINBOW,1183.90,1183.90,1165.20,1175.70,1151.20,SHORT,1183.90,1151.20,1175.70,false,8.20,0.69
ATUL,6399.00,6506.50,6310.50,6451.50,6285.34,SHORT,6399.00,6285.34,6451.50,false,-52.50,-0.82
