symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
OLECTRA,1532.20,1550.80,1521.00,1535.20,1532.04,SKIP,,,,,,
IGL,205.20,208.10,205.00,206.78,204.99,SHORT,205.20,204.99,206.78,false,-1.58,-0.77
MAXHEALTH,1239.80,1256.00,1229.10,1250.10,1223.54,SHORT,1239.80,1223.54,1250.10,false,-10.30,-0.83
MEDANTA,1386.00,1400.00,1359.00,1389.60,1401.94,LONG,1386.00,1401.94,1389.60,false,3.60,0.26
PTCIL,13661.00,13778.00,13311.00,13340.00,13518.46,SHORT,13661.00,13518.46,13518.46,true,142.54,1.04
ABDL,534.95,534.95,521.85,525.60,530.08,SHORT,534.95,530.08,530.08,true,4.87,0.91
ANURAS,1152.00,1152.40,1127.80,1134.20,1147.35,SHORT,1152.00,1147.35,1147.35,true,4.65,0.40
MAPMYINDIA,1774.90,1774.90,1742.30,1743.90,1770.55,SHORT,1774.90,1770.55,1770.55,true,4.35,0.25
NUVOCO,459.10,468.00,459.10,465.80,462.91,LONG,459.10,462.91,462.91,true,3.81,0.83
SHYAMMETL,946.80,959.00,937.95,950.10,947.53,SKIP,,,,,,
