symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
THERMAX,3254.80,3280.80,3234.80,3270.90,3295.57,LONG,3254.80,3295.57,3270.90,false,16.10,0.49
BIKAJI,735.10,735.10,727.55,733.45,731.59,SHORT,735.10,731.59,731.59,true,3.51,0.48
TORNTPHARM,3574.70,3604.50,3567.90,3597.70,3576.23,SKIP,,,,,,
DEVYANI,165.15,168.74,163.60,167.95,165.51,LONG,165.15,165.51,165.51,true,0.36,0.22
GLAND,1910.00,1920.00,1902.00,1903.70,1905.20,SHORT,1910.00,1905.20,1905.20,true,4.80,0.25
LODHA,1172.00,1190.40,1167.70,1176.90,1171.21,SKIP,,,,,,
AJANTPHARM,2401.90,2467.00,2401.00,2467.00,2398.26,SHORT,2401.90,2398.26,2467.00,false,-65.10,-2.71
APLAPOLLO,1786.00,1822.30,1768.40,1809.30,1776.95,SHORT,1786.00,1776.95,1776.95,true,9.05,0.51
AWL,268.25,276.75,267.00,275.65,267.30,SHORT,268.25,267.30,267.30,true,0.95,0.35
LINDEINDIA,6070.00,6100.00,6059.00,6068.00,6086.12,LONG,6070.00,6086.12,6086.12,true,16.12,0.27
