symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
RAINBOW,1163.10,1165.00,1131.00,1131.00,1171.48,LONG,1163.10,1171.48,1131.00,false,-32.10,-2.76
CIPLA,1324.30,1327.50,1301.00,1312.60,1327.37,LONG,1324.30,1327.37,1327.37,true,3.07,0.23
VTL,541.00,542.65,528.25,536.05,541.12,SKIP,,,,,,
PIRAMALFIN,1787.30,1787.30,1726.10,1743.90,1762.80,SHORT,1787.30,1762.80,1762.80,true,24.50,1.37
SPLPETRO,690.35,696.60,663.45,669.75,691.39,LONG,690.35,691.39,691.39,true,1.04,0.15
SUNDARMFIN,5347.50,5347.50,5130.00,5149.50,5303.90,SHORT,5347.50,5303.90,5303.90,true,43.60,0.82
JSWDULUX,2901.10,2924.40,2840.30,2863.00,2883.00,SHORT,2901.10,2883.00,2883.00,true,18.10,0.62
THELEELA,423.00,434.90,421.05,432.15,430.60,LONG,423.00,430.60,430.60,true,7.60,1.80
CCL,1065.50,1066.10,1016.60,1021.40,1052.82,SHORT,1065.50,1052.82,1052.82,true,12.68,1.19
RADICO,2850.00,2880.10,2785.00,2787.30,2843.05,SHORT,2850.00,2843.05,2843.05,true,6.95,0.24
