symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SUNDARMFIN,5089.00,5245.00,5042.50,5155.00,4983.10,SHORT,5089.00,4983.10,5155.00,false,-66.00,-1.30
AEGISLOG,704.00,707.10,688.10,690.80,713.59,LONG,704.00,713.59,690.80,false,-13.20,-1.88
CCL,974.00,998.00,964.35,981.65,970.76,SHORT,974.00,970.76,970.76,true,3.24,0.33
ERIS,1447.00,1451.30,1434.50,1446.10,1457.23,LONG,1447.00,1457.23,1446.10,false,-0.90,-0.06
KPIL,1149.60,1149.60,1114.50,1120.00,1146.15,SHORT,1149.60,1146.15,1146.15,true,3.45,0.30
THERMAX,2950.40,2956.80,2926.70,2938.20,2953.19,SKIP,,,,,,
CANHLIFE,141.00,141.59,137.75,140.01,140.46,SHORT,141.00,140.46,140.46,true,0.54,0.38
SAREGAMA,345.00,350.00,343.55,345.30,349.52,LONG,345.00,349.52,349.52,true,4.52,1.31
ASHOKLEY,183.10,188.49,182.34,188.10,184.90,LONG,183.10,184.90,184.90,true,1.80,0.98
LINDEINDIA,6090.00,6135.00,6002.50,6111.00,6082.43,SHORT,6090.00,6082.43,6082.43,true,7.57,0.12
