symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
IKS,1789.00,1849.00,1762.70,1793.30,1786.48,SHORT,1789.00,1786.48,1786.48,true,2.52,0.14
SOBHA,1255.00,1255.00,1224.00,1230.00,1253.11,SHORT,1255.00,1253.11,1253.11,true,1.89,0.15
ZFCVINDIA,2517.40,2517.40,2446.90,2472.20,2511.78,SHORT,2517.40,2511.78,2511.78,true,5.62,0.22
ACUTAAS,3182.10,3270.00,3181.50,3236.50,3202.53,LONG,3182.10,3202.53,3202.53,true,20.43,0.64
CCL,1130.00,1130.00,1094.10,1107.10,1119.75,SHORT,1130.00,1119.75,1119.75,true,10.25,0.91
ETERNAL,322.00,322.55,318.00,319.40,322.19,SKIP,,,,,,
GODIGIT,256.25,259.05,253.00,253.80,258.40,LONG,256.25,258.40,258.40,true,2.15,0.84
TBOTEK,1703.00,1735.00,1682.00,1712.90,1683.92,SHORT,1703.00,1683.92,1683.92,true,19.08,1.12
BAYERCROP,3990.00,3999.80,3945.00,3946.60,3986.05,SKIP,,,,,,
INDGN,589.20,591.00,580.85,587.35,588.96,SKIP,,,,,,
