symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
KFINTECH,937.00,937.00,911.85,929.00,942.67,LONG,937.00,942.67,929.00,false,-8.00,-0.85
UNITDSPR,1459.00,1470.00,1446.30,1458.00,1478.35,LONG,1459.00,1478.35,1458.00,false,-1.00,-0.07
CANHLIFE,154.18,154.99,151.55,152.69,153.85,SHORT,154.18,153.85,153.85,true,0.33,0.21
IKS,1740.80,1748.00,1712.10,1743.60,1751.51,LONG,1740.80,1751.51,1743.60,false,2.80,0.16
JSWDULUX,3143.40,3180.00,3085.60,3160.00,3136.16,SHORT,3143.40,3136.16,3136.16,true,7.24,0.23
ACUTAAS,3161.10,3195.60,3120.00,3138.20,3189.39,LONG,3161.10,3189.39,3189.39,true,28.29,0.89
CCL,1096.60,1106.60,1074.50,1088.70,1095.22,SHORT,1096.60,1095.22,1095.22,true,1.38,0.13
FLUOROCHEM,4744.90,4746.00,4680.10,4732.60,4759.95,LONG,4744.90,4759.95,4732.60,false,-12.30,-0.26
FEDERALBNK,349.00,353.50,345.20,352.40,349.55,LONG,349.00,349.55,349.55,true,0.55,0.16
PIRAMALFIN,2204.00,2219.60,2165.90,2189.50,2250.93,LONG,2204.00,2250.93,2189.50,false,-14.50,-0.66
