symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SUNDARMFIN,5058.00,5109.00,4905.50,5073.50,5077.28,LONG,5058.00,5077.28,5077.28,true,19.28,0.38
CANHLIFE,143.98,144.80,139.27,140.97,142.41,SHORT,143.98,142.41,142.41,true,1.57,1.09
ERIS,1470.00,1474.00,1448.00,1450.20,1471.84,LONG,1470.00,1471.84,1471.84,true,1.84,0.13
AEGISLOG,722.10,726.30,705.50,707.20,724.38,LONG,722.10,724.38,724.38,true,2.28,0.32
LTFOODS,369.95,370.00,364.05,364.65,370.19,SKIP,,,,,,
TATACONSUM,1171.30,1199.70,1166.30,1188.90,1174.60,LONG,1171.30,1174.60,1174.60,true,3.30,0.28
IPCALAB,1512.00,1517.60,1481.70,1509.20,1505.97,SHORT,1512.00,1505.97,1505.97,true,6.03,0.40
ATUL,6021.00,6044.50,5960.50,5998.00,6068.66,LONG,6021.00,6068.66,5998.00,false,-23.00,-0.38
CCL,959.40,979.00,959.40,971.50,970.47,LONG,959.40,970.47,970.47,true,11.07,1.15
CREDITACC,1284.10,1306.90,1284.10,1300.50,1294.06,LONG,1284.10,1294.06,1294.06,true,9.96,0.78
