symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ERIS,1383.20,1388.70,1363.40,1372.50,1371.78,SHORT,1383.20,1371.78,1371.78,true,11.42,0.83
TATACOMM,1781.20,1783.90,1752.20,1774.20,1780.40,SKIP,,,,,,
BIKAJI,652.00,654.15,643.65,646.20,650.83,SHORT,652.00,650.83,650.83,true,1.17,0.18
GLENMARK,2238.00,2244.00,2200.00,2219.30,2214.58,SHORT,2238.00,2214.58,2214.58,true,23.42,1.05
PPLPHARMA,200.34,203.95,197.75,202.44,199.54,SHORT,200.34,199.54,199.54,true,0.80,0.40
HONASA,459.95,469.50,453.75,458.40,453.70,SHORT,459.95,453.70,458.40,false,1.55,0.34
MARICO,880.95,881.00,852.15,868.20,875.04,SHORT,880.95,875.04,875.04,true,5.91,0.67
ACMESOLAR,370.10,386.40,369.25,380.30,370.64,LONG,370.10,370.64,370.64,true,0.54,0.15
CAPLIPOINT,2571.00,2614.60,2550.40,2571.90,2555.54,SHORT,2571.00,2555.54,2555.54,true,15.46,0.60
MOTILALOFS,870.00,882.45,862.25,867.00,866.75,SHORT,870.00,866.75,866.75,true,3.25,0.37
