symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GODIGIT,310.00,312.15,300.35,304.15,309.01,SHORT,310.00,309.01,309.01,true,0.99,0.32
INDIAMART,2036.60,2111.20,2013.90,2094.50,2115.82,LONG,2036.60,2115.82,2094.50,false,57.90,2.84
GPIL,300.00,307.25,298.15,305.75,297.66,SHORT,300.00,297.66,305.75,false,-5.75,-1.92
EIDPARRY,855.95,859.90,846.50,852.90,849.38,SHORT,855.95,849.38,849.38,true,6.57,0.77
AJANTPHARM,2868.40,2939.00,2868.40,2899.90,2822.01,SHORT,2868.40,2822.01,2899.90,false,-31.50,-1.10
ASTRAL,1534.30,1574.30,1534.30,1557.40,1530.12,SHORT,1534.30,1530.12,1557.40,false,-23.10,-1.51
MARICO,781.00,786.70,774.90,783.35,773.68,SHORT,781.00,773.68,783.35,false,-2.35,-0.30
NTPCGREEN,110.47,111.79,108.59,111.69,110.61,LONG,110.47,110.61,110.61,true,0.14,0.13
CONCORDBIO,1158.90,1216.40,1143.50,1197.60,1139.58,SHORT,1158.90,1139.58,1197.60,false,-38.70,-3.34
INDGN,505.00,534.25,505.00,531.30,499.14,SHORT,505.00,499.14,531.30,false,-26.30,-5.21
