symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MFSL,1529.90,1550.10,1528.90,1539.60,1526.12,SHORT,1529.90,1526.12,1539.60,false,-9.70,-0.63
WELCORP,934.95,936.50,918.05,922.00,931.31,SHORT,934.95,931.31,931.31,true,3.64,0.39
ERIS,1785.00,1799.00,1746.30,1768.70,1773.02,SHORT,1785.00,1773.02,1773.02,true,11.98,0.67
NIVABUPA,91.38,91.50,89.25,89.34,91.36,SKIP,,,,,,
CGPOWER,695.00,695.50,666.75,666.75,686.34,SHORT,695.00,686.34,686.34,true,8.66,1.25
LTTS,4430.00,4448.90,4371.00,4396.30,4430.97,SKIP,,,,,,
PAYTM,998.00,1008.25,990.00,1001.05,1000.45,LONG,998.00,1000.45,1000.45,true,2.45,0.25
SRF,3210.50,3221.70,3181.50,3186.50,3210.87,SKIP,,,,,,
COROMANDEL,2349.90,2357.80,2289.40,2313.90,2353.19,LONG,2349.90,2353.19,2353.19,true,3.29,0.14
IIFL,527.00,537.10,526.00,533.10,526.88,SKIP,,,,,,
