symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GRANULES,539.80,547.00,534.95,545.70,538.22,SHORT,539.80,538.22,538.22,true,1.58,0.29
JSWDULUX,3401.80,3419.90,3370.00,3373.80,3380.36,SHORT,3401.80,3380.36,3380.36,true,21.44,0.63
ONESOURCE,1848.00,1860.00,1836.00,1840.00,1845.92,SHORT,1848.00,1845.92,1845.92,true,2.08,0.11
ATHERENERG,561.85,587.00,559.95,568.85,554.64,SHORT,561.85,554.64,568.85,false,-7.00,-1.25
PTCIL,14660.00,15580.00,14461.00,15495.00,14601.31,SHORT,14660.00,14601.31,14601.31,true,58.69,0.40
LAURUSLABS,895.95,903.85,889.05,894.90,897.87,LONG,895.95,897.87,897.87,true,1.92,0.21
KALYANKJIL,509.50,534.90,505.75,522.65,506.99,SHORT,509.50,506.99,506.99,true,2.51,0.49
SOBHA,1589.40,1618.80,1585.20,1612.50,1596.02,LONG,1589.40,1596.02,1596.02,true,6.62,0.42
SONACOMS,434.40,436.90,432.70,434.50,434.50,SKIP,,,,,,
TATACOMM,1720.00,1725.90,1680.90,1685.50,1709.01,SHORT,1720.00,1709.01,1709.01,true,10.99,0.64
