symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
JKCEMENT,5262.00,5323.00,5181.10,5249.00,5234.70,SHORT,5262.00,5234.70,5234.70,true,27.30,0.52
LINDEINDIA,6567.50,6567.50,6335.00,6407.00,6515.95,SHORT,6567.50,6515.95,6515.95,true,51.55,0.78
ANURAS,856.45,868.10,806.65,857.60,840.34,SHORT,856.45,840.34,840.34,true,16.11,1.88
ASTRAL,1390.00,1399.50,1326.70,1341.60,1391.45,LONG,1390.00,1391.45,1391.45,true,1.45,0.10
GODREJCP,1265.00,1281.00,1255.40,1265.90,1258.68,SHORT,1265.00,1258.68,1258.68,true,6.32,0.50
ICICIGI,1886.70,1908.70,1832.20,1852.50,1875.84,SHORT,1886.70,1875.84,1875.84,true,10.86,0.58
CEMPRO,544.70,544.70,510.10,516.85,537.31,SHORT,544.70,537.31,537.31,true,7.39,1.36
ENDURANCE,1950.20,1964.00,1914.70,1923.00,1958.36,LONG,1950.20,1958.36,1958.36,true,8.16,0.42
ASIANPAINT,2464.30,2468.70,2413.70,2431.80,2465.69,SKIP,,,,,,
VTL,489.00,492.15,461.25,464.45,491.38,LONG,489.00,491.38,491.38,true,2.38,0.49
