symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MRPL,186.00,187.00,179.01,179.70,179.04,SHORT,186.00,179.04,179.04,true,6.96,3.74
PIRAMALFIN,1750.00,1756.00,1705.80,1737.20,1718.79,SHORT,1750.00,1718.79,1718.79,true,31.21,1.78
AEGISVOPAK,186.86,191.98,180.82,190.65,171.32,SHORT,186.86,171.32,190.65,false,-3.79,-2.03
OIL,476.05,476.85,457.50,459.00,481.97,LONG,476.05,481.97,459.00,false,-17.05,-3.58
ONESOURCE,1404.00,1413.40,1316.40,1335.00,1386.63,SHORT,1404.00,1386.63,1386.63,true,17.37,1.24
LALPATHLAB,1391.10,1391.10,1355.60,1382.70,1371.24,SHORT,1391.10,1371.24,1371.24,true,19.86,1.43
TRAVELFOOD,1305.00,1311.20,1289.90,1303.00,1281.36,SHORT,1305.00,1281.36,1303.00,false,2.00,0.15
GODIGIT,334.00,334.00,319.50,324.70,322.83,SHORT,334.00,322.83,322.83,true,11.17,3.34
JAINREC,455.00,456.00,440.20,445.20,447.18,SHORT,455.00,447.18,447.18,true,7.82,1.72
RADICO,2670.00,2775.50,2657.00,2767.70,2631.15,SHORT,2670.00,2631.15,2767.70,false,-97.70,-3.66
