symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ENDURANCE,2021.50,2029.95,1954.70,1970.95,1990.24,SHORT,2021.50,1990.24,1990.24,true,31.26,1.55
BHARTIARTL,1635.05,1707.55,1635.00,1676.20,1630.19,SHORT,1635.05,1630.19,1676.20,false,-41.15,-2.52
HOMEFIRST,1019.00,1019.10,1000.00,1004.95,1021.30,LONG,1019.00,1021.30,1004.95,false,-14.05,-1.38
CEATLTD,2929.70,2930.00,2861.05,2872.90,2938.40,LONG,2929.70,2938.40,2872.90,false,-56.80,-1.94
INDIAMART,2191.10,2192.00,2152.00,2173.45,2186.38,SHORT,2191.10,2186.38,2186.38,true,4.72,0.22
RAMCOCEM,864.00,906.05,856.00,894.20,884.34,LONG,864.00,884.34,884.34,true,20.34,2.35
GALLANTT,349.45,365.00,343.00,349.40,352.29,LONG,349.45,352.29,352.29,true,2.84,0.81
DABUR,529.65,529.85,520.15,527.30,529.18,SKIP,,,,,,
JSWDULUX,3685.15,3807.95,3513.35,3630.00,3662.51,SHORT,3685.15,3662.51,3662.51,true,22.64,0.61
PFIZER,4459.80,4459.80,4329.35,4349.00,4401.31,SHORT,4459.80,4401.31,4401.31,true,58.49,1.31
