symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
VTL,430.50,454.25,426.60,440.10,408.39,SHORT,430.50,408.39,440.10,false,-9.60,-2.23
ZYDUSWELL,491.00,502.35,480.15,489.55,486.48,SHORT,491.00,486.48,486.48,true,4.52,0.92
APLAPOLLO,1760.00,1771.00,1750.00,1753.90,1755.95,SHORT,1760.00,1755.95,1755.95,true,4.05,0.23
TORNTPHARM,3572.00,3628.50,3565.00,3614.70,3581.51,LONG,3572.00,3581.51,3581.51,true,9.51,0.27
HONAUT,36465.00,36525.00,36030.00,36330.00,36456.65,SKIP,,,,,,
POLICYBZR,1655.00,1685.00,1641.10,1670.80,1639.08,SHORT,1655.00,1639.08,1670.80,false,-15.80,-0.95
TIMKEN,2962.60,2988.90,2931.10,2980.10,2959.20,SHORT,2962.60,2959.20,2959.20,true,3.40,0.11
KPIL,1278.00,1294.00,1258.30,1263.80,1267.47,SHORT,1278.00,1267.47,1267.47,true,10.53,0.82
NETWEB,3910.00,3923.90,3731.30,3746.00,3934.87,LONG,3910.00,3934.87,3746.00,false,-164.00,-4.19
PFOCUS,172.45,173.70,168.73,171.94,170.01,SHORT,172.45,170.01,170.01,true,2.44,1.41
